CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,COD_DEPARTAMENTO_ORIGEN,ZONA_CIUDAD_GUATEMALA,TELEFONO_PRINCIPAL,TELEFONO_SECUNDARIO,TELEFONO_VALIDO,DUPLICADO_EXACTO_SIN_CODIGO,POSIBLE_DUPLICADO_PARCIAL
00-01-0549-46,01-403,GUATEMALA,GUATEMALA,COLEGIO MIXTO BILINGÜE SANTA MARIA,ZONA 1,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,THELMA ONDINA VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22067425,,True,False,False
00-01-0550-46,01-312,GUATEMALA,GUATEMALA,"INSTITUTO MIXTO DIURNO Y NOCTURNO ""DIEGUEZ OLAVERRI""",AVENIDA SIMEON CAÑAS 3-37,AMADO SALOMON FLORES PEREZ,THELMA ONDINA VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22067425,,True,False,False
00-01-0551-46,01-312,GUATEMALA,GUATEMALA,ESCUELA PRIVADA PARA SEÑORITAS SILOHE,AVENIDA SIMEON CAÑAS 3-37,AMADO SALOMON FLORES PEREZ,THELMA ONDINA VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22740625,,True,False,False
00-01-0552-46,01-312,GUATEMALA,GUATEMALA,LICEO PEDRO PABLO VALDES,AVENIDA SIMEON CAÑAS 3-37,AMADO SALOMON FLORES PEREZ,THELMA ONDINA VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22067425,,True,False,False
00-01-0553-46,01-308,GUATEMALA,GUATEMALA,INSTITUTO PRIVADO SUPERACION,"25 CALLE 1-49, ZONA 1",JORGE MYNOR SOL HERNÁNDEZ,THELMA ONDINA VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22067425,,True,False,False
00-01-0555-46,01-403,GUATEMALA,GUATEMALA,COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS,8A. CALLE 0-30,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,JESÚS SAMAYOA ARAGÓN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,00,1,22384217,,True,False,True
00-01-0557-46,01-403,GUATEMALA,GUATEMALA,COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS,8A. CALLE 0-30,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,JESUS SAMAYOA ARAGON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,00,1,22384217,,True,False,True
00-01-0560-46,01-316,GUATEMALA,GUATEMALA,COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS,8A. CALLE 0-30,LILIAN YOLANDA RODRIGUEZ PINTO DE CASTRO,JESÚS SAMAYOA ARAGÓN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22384217,,True,False,True
00-01-0562-46,01-01-0048,GUATEMALA,GUATEMALA,COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS,8A. CALLE 0-30,AMADO SALOMON FLORES PEREZ,JESÚS SAMAYOA ARAGÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22302766,,True,False,True
00-01-0563-46,01-01-0028,GUATEMALA,GUATEMALA,LICEO CANADIENSE,11 CALLE 1-53,AMADO SALOMON FLORES PEREZ,ADA LUCRECIA MIJANGOS TEO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,00,1,23750055,,True,False,False
00-01-0564-46,01-01-0028,GUATEMALA,GUATEMALA,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,11 CALLE 3-59,AMADO SALOMON FLORES PEREZ,ANA ISABEL TELLO SÁENZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,00,1,24637777,,True,False,False
00-01-0565-46,01-318,GUATEMALA,GUATEMALA,COLEGIO INTEGRAL SAN JUAN,9A. CALLE 3-40,SANDRA CAROLINA PÉREZ DONDIEGO DE CHOC,SILVIA PATRICIA RAMOS ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22533937,,True,False,False
00-01-0567-46,01-317,GUATEMALA,GUATEMALA,"ESCUELA NORMAL PARA MAESTROS DE EDUCACIÒN MUSICAL ""JESÚS MARÍA ALVARADO""",2A. CALLE 4-04,MARIANO DOMINGO ESTRADA TELETOR,SONIA CONCEPCIÓN LÓPEZ MUÑOZ,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22516651,,True,False,False
00-01-0568-46,01-01-0042,GUATEMALA,GUATEMALA,COLEGIO INTEGRAL SAN JUAN,9A. CALLE 3-40,CARLOS HUMBERTO GONZALEZ DE LEON,SILVIA PATRICIA RAMOS ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,22533937,,True,False,False
00-01-0571-46,01-01-0044,GUATEMALA,GUATEMALA,COLEGIO MIXTO SANTO DOMINGO,12A. AVENIDA 12-11,MARIANO DOMINGO ESTRADA TELETOR,SERGIO ALEJANDRO VILLATORO VILLAGRAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22531216,,True,False,False
00-01-0573-46,01-01-0039,GUATEMALA,GUATEMALA,COLEGIO MIXTO SANTO DOMINGO,12A. AVENIDA 12-11,CARLOS HUMBERTO GONZALEZ DE LEON,SERGIO ALEJANDRO VILLATORO VILLAGRAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,22531216,,True,False,False
00-01-0574-46,01-403,GUATEMALA,GUATEMALA,COLEGIO MIXTO SANTO DOMINGO,12 AVENIDA 12-11 ZONA 1,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,SERGIO ALEJANDRO VILLATORO VILLAGRAN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,22531216,,True,False,False
00-01-0581-46,01-318,GUATEMALA,GUATEMALA,LICEO SAN ANTONIO,2A. AVENIDA 2-13,SANDRA CAROLINA PÉREZ DONDIEGO DE CHOC,IRMA LETICIA BOLAÑOS SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22201482,,True,True,False
00-01-0582-46,01-01-0035,GUATEMALA,GUATEMALA,LICEO TÉCNICO INTEGRAL SANTA TERESA DE JESÚS,12 CALLE 10-37,NORMA ARACELY PALOMO FRANCO DE DÍAZ,RITA CAROLINA TEJEDA MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22201454,,True,False,False
00-01-0584-46,01-01-0037,GUATEMALA,GUATEMALA,COLEGIO INTERNACIONAL CAMBRIDGE (CIS),"3A. AVENIDA ""A"" 3-28",CARLOS HUMBERTO GONZALEZ DE LEON,MARÍA CRISTINA GEREDA ARÉVALO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,57529460,,True,False,False
00-01-0585-46,01-01-0037,GUATEMALA,GUATEMALA,COLEGIO INTERNACIONAL CAMBRIDGE (CIS),"3A. AVENIDA ""A"" 3-38",CARLOS HUMBERTO GONZALEZ DE LEON,MARÍA CRISTINA GEREDA ARÉVALO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,57529460,,True,False,False
00-01-0587-46,01-01-0040,GUATEMALA,GUATEMALA,"CENTRO EDUCATIVO ""MONTENEVADO""",3A. AVE. 10-29,AMADO SALOMON FLORES PEREZ,SILVIA MARLENI ALVARADO GUARDADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,48610615,,True,False,True
00-01-0588-46,01-01-0037,GUATEMALA,GUATEMALA,"COLEGIO MIXTO ""INDO LATINO¨",4A. AVENIDA 13-35,CARLOS HUMBERTO GONZALEZ DE LEON,UBENCE MARCELINO DE LEÓN LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,00,1,22380338,,True,False,False
00-01-0590-46,01-403,GUATEMALA,GUATEMALA,LICEO SANTO DOMINGO DE GUZMÁN,13 AVE. 9-36,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,MARINA FLORES MORÁN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,22518090,,True,False,False
00-01-0593-46,01-301,GUATEMALA,GUATEMALA,COLEGIO BILINGÜE ESPECIALIZADO EN COMPUTACIÓN YULIMAY´PC,12 CALLE 4-17,LUCRECIA MARISOL CERMEÑO GONZÁLEZ,OBDUVER UBALDO DOMINGO CASTAÑÓN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22091400,,True,False,True
00-01-0594-46,01-01-0038,GUATEMALA,GUATEMALA,ESCUELA NORMAL PARA MAESTROS DE EDUCACIÓN MUSICAL JESÚS MARÍA ALVARADO,10 AVENIDA 2-24,CARLOS HUMBERTO GONZALEZ DE LEON,SARA GEORGINA ALVAREZ QUINTANILLA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,58571956,,True,False,False
00-01-0595-46,01-01-0031,GUATEMALA,GUATEMALA,LICEO HISPANOAMERICANO NO. 2,2A. CALLE 7-11,LUDIBEL AMARILIS GALICIA DE FLORES,MARÍA ISABEL POLANCO PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22205687,,True,True,True
00-01-0596-46,01-01-0026,GUATEMALA,GUATEMALA,LICEO HISPANOAMERICANO,1A. AVENIDA 7-12,LUDIBEL AMARILIS GALICIA DE FLORES,ROSA ANGÉLICA SIGUENZA CORADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22381342,,True,False,True
00-01-0597-46,01-317,GUATEMALA,GUATEMALA,LICEO TÉCNICO SUPERIOR,13 AVENIDA 4-72,MARIANO DOMINGO ESTRADA TELETOR,THELMA VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,22067425,,True,False,False
00-01-0598-46,01-317,GUATEMALA,GUATEMALA,ESCUELA SUPERIOR DE INFORMATICA,11 CALLE 11-26,MARIANO DOMINGO ESTRADA TELETOR,THELMA VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,22067425,,True,False,True
00-01-0599-46,01-312,GUATEMALA,GUATEMALA,INSTITUTO NORMAL PARA SEÑORITAS CENTRO AMÉRICA,"1A. CALLE ""C"" 2-29",AMADO SALOMON FLORES PEREZ,FERNANDO MAURICIO RUANO MARROQUIN,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,BILINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22200329,,True,False,True
00-01-0600-46,01-01-0037,GUATEMALA,GUATEMALA,LICEO TÉCNICO COMERCIAL,4TA. AVENIDA 5-26,CARLOS HUMBERTO GONZALEZ DE LEON,VICTOR HUGO OROZCO RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,22329118,,True,False,False
00-01-0602-46,01-317,GUATEMALA,GUATEMALA,LICEO DE MERCADOLOGÍA Y CIENCIAS DE LA COMUNICACIÓN,GUATEMALA,MARIANO DOMINGO ESTRADA TELETOR,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22067425,,True,False,False
00-01-0603-46,01-317,GUATEMALA,GUATEMALA,INSTITUTO TÉCNICO SUPERIOR,13A. AVE. 4-72,MARIANO DOMINGO ESTRADA TELETOR,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22067425,,True,False,False
00-01-0605-46,01-312,GUATEMALA,GUATEMALA,LICEO TÉCNICO CIENCIA Y DESARROLLO,10 CALLE 3-15,AMADO SALOMON FLORES PEREZ,MYRIAM JEANNETTE CIFUENTES ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,36117881,,True,True,False
00-01-0608-46,01-01-0032,GUATEMALA,GUATEMALA,INSTITUTO TECNOLÓGICO DE COMPUTACIÓN I.T.C.,2A. CALLE 11-65,LUDIBEL AMARILIS GALICIA DE FLORES,DULCE MARÍA CHINCHILLA GODOY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22200060,,True,False,False
00-01-0611-46,01-403,GUATEMALA,GUATEMALA,LICEO MIXTO CIENCIAS SECRETARIALES,4A. AVENIDA 4-12,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,SONIA ELVIRA PINEDA GUDIEL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22380855,,True,False,False
00-01-0612-46,01-305,GUATEMALA,GUATEMALA,CENTRO DE EDUCACIÓN Y CULTURA MIRTHALA DE HURTADO,,CELESTINA ARLETTY HERNÁNDEZ AGUILAR,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,22067411,,True,False,True
00-01-0613-46,01-305,GUATEMALA,GUATEMALA,LICEO ITALO GUATEMALTECO,,CELESTINA ARLETTY HERNÁNDEZ AGUILAR,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22067425,,True,False,False
00-01-0615-46,01-403,GUATEMALA,GUATEMALA,INSTITUTO PRACTICO MODERNO,"7A. AVENIDA 1-92, ZONA 1",CARLOS HUMBERTO GONZÁLEZ DE LEÓN,000000,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22067425,,True,False,False
00-01-0619-46,01-01-0044,GUATEMALA,GUATEMALA,"""INSTITUTO NACIONAL CENTRAL""",9A. AVENIDA 9-27,MARIANO DOMINGO ESTRADA TELETOR,CARLOS ALFREDO VALDEZ PAZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22328285,,True,False,False
00-01-0623-46,01-01-0032,GUATEMALA,GUATEMALA,COLEGIO LOYOLA,12 AVE. 4-30,LUDIBEL AMARILIS GALICIA DE FLORES,CLAUDIA JANNETH HERNÁNDEZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22044800,,True,False,False
00-01-0627-46,01-01-0012,GUATEMALA,GUATEMALA,"INSTITUTO DE EDUCACIÓN BÁSICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""DOCTOR JUAN JOSÉ ARÉVALO BERMEJO""",8A. AVENIDA 9-60,CARLOS HUMBERTO GONZALEZ DE LEON,EDNA MARIETA DE LA CRUZ PONCE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,A DISTANCIA,GUATEMALA NORTE,00,1,22536894,,True,False,True
00-01-0628-46,01-01-0032,GUATEMALA,GUATEMALA,INSTITUTO TECNOLÓGICO DE COMPUTACION I.T.C.,2A. CALLE 11-65,LUDIBEL AMARILIS GALICIA DE FLORES,DULCE MARÍA CHINCHILLA GODOY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22200060,,True,False,False
00-01-0631-46,01-01-0040,GUATEMALA,GUATEMALA,LICEO FRANCÉS,5A. AVENIDA 9-80,AMADO SALOMON FLORES PEREZ,ANA MARIA ESTRADA RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22325538,,True,False,False
00-01-0633-46,01-403,GUATEMALA,GUATEMALA,"LICEO MIXTO NOCTURNO ""MARIANO GÀLLVEZ""",ZONA 1,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,0000000,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22067411,,True,False,False
00-01-0634-46,01-312,GUATEMALA,GUATEMALA,COLEGIO MIXTO ADRIÁN RAMIREZ FLORES,ZONA 1,AMADO SALOMON FLORES PEREZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22067425,,True,False,False
00-01-0635-46,01-403,GUATEMALA,GUATEMALA,CENTRO DE COMPUTACIÓN IMP-PC,ZONA 1,CARLOS HUMBERTO GONZÁLEZ DE LEÓN,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,22067425,,True,False,True
00-01-0638-46,01-01-0012,GUATEMALA,GUATEMALA,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,11 CALLE 3-59,CARLOS HUMBERTO GONZALEZ DE LEON,JOSÉ RODERICO TELLO TELLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA NORTE,00,1,24637777,,True,False,False
00-01-0639-46,01-01-0037,GUATEMALA,GUATEMALA,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,8 CALLE 2-29,CARLOS HUMBERTO GONZALEZ DE LEON,ELFIR DARÍO MAYÉN LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,22327022,,True,False,True
00-01-0640-46,01-319,GUATEMALA,GUATEMALA,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,5TA. AVENIDA 3-55,ROSSY AMARILIS GARCIA TORRES,FREDY AMILCAR CRUZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,22327022,,True,False,True
00-01-0641-46,01-01-0031,GUATEMALA,GUATEMALA,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,8 CALLE 2-29,LUDIBEL AMARILIS GALICIA DE FLORES,ELFIR DARÍO MAYÉN LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22425238,,True,False,True
00-01-0642-46,01-307,GUATEMALA,GUATEMALA,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,15 CALLE 3-29,NORMA ARACELY PALOMO FRANCO DE DIAZ,ORALIA ABIGAIL BARRIOS TOVAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,,,False,False,True
00-01-0643-46,01-307,GUATEMALA,GUATEMALA,LICEO TECNOLOGICO MAYA DE GUATEMALA III,15 CALLE 3-29,NORMA ARACELY PALOMO FRANCO DE DIAZ,ORALIA ABIGAIL BARRIOS TOVAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,00,1,23083514,,True,False,True
00-01-0644-46,01-01-0037,GUATEMALA,GUATEMALA,LICEO TECNOLOGICO MAYA DE GUATEMALA III,15 CALLE 3-29,CARLOS HUMBERTO GONZALEZ DE LEON,ORALIA ABIGAIL BARRIOS TOVAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,23083514,,True,False,True
00-01-0645-46,01-627,GUATEMALA,GUATEMALA,LICEO TECNOLOGICO MAYA DE GUATEMALA III,15 CALLE 3-29,ISAURA AMPARO RECINOS CARRILLO,ORALIA ABIGAIL BARRIOS TOVAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,23083514,,True,False,True
00-01-0646-46,01-01-0031,GUATEMALA,GUATEMALA,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,8 CALLE 2-29,LUDIBEL AMARILIS GALICIA DE FLORES,ELFIR DARÍO MAYÉN LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22425238,,True,False,True
00-01-0647-46,01-01-0028,GUATEMALA,GUATEMALA,"COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS, NO. 1",11 CALLE 3-59,AMADO SALOMON FLORES PEREZ,LILIAN MARISOL GARCIA LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22214343,,True,False,True
00-01-0648-46,01-627,GUATEMALA,GUATEMALA,CENTRO DE EDUCACIÓN CONTINUADA PARA ADOLESCENTES CON DISCAPACIDAD AUDITIVA,2DA. AVENIDA 8-53,ISAURA AMPARO RECINOS CARRILLO,JANELVA ZUSELLY BARAHONA DOMINGUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,22534953,,True,False,False
00-01-0652-46,01-01-0026,GUATEMALA,GUATEMALA,COLEGIO TÉCNICO PROGRESISTA,2A. AVENIDA 3-59,LUDIBEL AMARILIS GALICIA DE FLORES,IRMA AMPARO TOLEDO HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22512759,,True,False,False
00-01-0653-46,01-643,GUATEMALA,GUATEMALA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA TIERRA NUEVA I,SECTOR 43 LOTE 0 TIERRA NUEVA 1,CESAR AUGUSTO ORTIZ HERNANDEZ,CLAUDIA NOEMI MATIAS MOGOLLON,DIVERSIFICADO,OFICIAL,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,21837931,,True,False,False
00-01-0656-46,01-01-0038,GUATEMALA,GUATEMALA,"CENTRO EDUCACIONAL MIXTO PRIVADO ""KINGSTON""",8A. CALLE 12-46,CARLOS HUMBERTO GONZALEZ DE LEON,PATRICIA LORENA LIDIA GIDI DAVID,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA NORTE,00,1,2232068,,False,False,False
00-01-0658-46,01-01-0040,GUATEMALA,GUATEMALA,CENTRO DE EDUCACIÓN EXTRAESCOLAR-CEEX-GRUPO CEIBA-GRUCE,4TA. AVENIDA 12-39,AMADO SALOMON FLORES PEREZ,DEYSI MABELI ALARCON PAREDES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22381970,,True,False,True
00-01-0659-46,01-01-0033,GUATEMALA,GUATEMALA,CENTRO DE EDUCACIÓN EXTRAESCOLAR-CEEX GRUPO CEIBA-GRUCE,4TA. AVENIDA 12-39,CARLOS HUMBERTO GONZALEZ DE LEON,DEYSI MABELI ALARCON PAREDES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA NORTE,00,1,22381970,,True,False,True
00-01-0662-46,01-317,GUATEMALA,GUATEMALA,LICEO HISPANOAMERICANO NO. 4,10A. AVENIDA 11-27,MARIANO DOMINGO ESTRADA TELETOR,GUILLERMO CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22204447,,True,False,True
00-01-0663-46,01-317,GUATEMALA,GUATEMALA,LICEO HISPANOAMERICANO NO. 4,10A. AVENIDA 11-27,MARIANO DOMINGO ESTRADA TELETOR,GUILLERMO CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA NORTE,00,1,22204447,,True,False,True
